0, 0, Header, 1, 1, 384
1, 0, Start_track
1, 0, Title_t, "6/29 1 ~ 3  e-Comp"
1, 0, Program_c, 0, 0
1, 786, Note_on_c, 0, 74, 92
1, 834, Note_on_c, 0, 74, 0
1, 1187, Note_on_c, 0, 81, 93
1, 1560, Note_on_c, 0, 57, 79
1, 1609, Note_on_c, 0, 57, 0
1, 1946, Note_on_c, 0, 62, 86
1, 1967, Control_c, 0, 64, 56
1, 1979, Note_on_c, 0, 62, 0
1, 1981, Control_c, 0, 64, 67
1, 1996, Control_c, 0, 64, 78
1, 1996, Note_on_c, 0, 81, 0
1, 2012, Control_c, 0, 64, 127
1, 2316, Note_on_c, 0, 78, 97
1, 2323, Note_on_c, 0, 74, 82
1, 2332, Control_c, 0, 64, 69
1, 2347, Control_c, 0, 64, 0
1, 2666, Note_on_c, 0, 74, 0
1, 2702, Note_on_c, 0, 73, 73
1, 2709, Note_on_c, 0, 76, 79
1, 2711, Note_on_c, 0, 78, 0
1, 2736, Note_on_c, 0, 73, 0
1, 2747, Note_on_c, 0, 76, 0
1, 2812, Note_on_c, 0, 71, 78
1, 2816, Note_on_c, 0, 74, 72
1, 2842, Note_on_c, 0, 71, 0
1, 2853, Note_on_c, 0, 74, 0
1, 2907, Note_on_c, 0, 73, 79
1, 2916, Note_on_c, 0, 69, 76
1, 2940, Note_on_c, 0, 69, 0
1, 2962, Note_on_c, 0, 73, 0
1, 3016, Note_on_c, 0, 71, 83
1, 3017, Note_on_c, 0, 67, 78
1, 3046, Note_on_c, 0, 67, 0
1, 3060, Note_on_c, 0, 71, 0
1, 3120, Note_on_c, 0, 69, 77
1, 3121, Note_on_c, 0, 66, 76
1, 3148, Note_on_c, 0, 66, 0
1, 3159, Note_on_c, 0, 69, 0
1, 3222, Note_on_c, 0, 64, 73
1, 3222, Note_on_c, 0, 67, 72
1, 3259, Note_on_c, 0, 64, 0
1, 3281, Note_on_c, 0, 67, 0
1, 3347, Note_on_c, 0, 62, 80
1, 3347, Note_on_c, 0, 66, 85
1, 3368, Note_on_c, 0, 62, 0
1, 3375, Note_on_c, 0, 66, 0
1, 3379, Control_c, 0, 64, 62
1, 3394, Control_c, 0, 64, 67
1, 3409, Control_c, 0, 64, 76
1, 3425, Control_c, 0, 64, 113
