0, 0, Header, 1, 2, 960
1, 0, Start_track
1, 0, Tempo, 500000
1, 0, End_track
2, 0, Start_track
2, 0, Title_t, "Sample Track"
2, 320, Note_on_c, 0, 60, 100
2, 1152, Note_on_c, 0, 62, 100
2, 1376, Note_off_c, 0, 60, 100
2, 1947, Note_on_c, 0, 63, 100
2, 2689, Note_on_c, 0, 64, 100
2, 2696, Note_off_c, 0, 62, 100
2, 3372, Note_on_c, 0, 65, 100
2, 3624, Note_off_c, 0, 63, 100
2, 3996, Note_off_c, 0, 65, 100
2, 3996, Note_on_c, 0, 65, 100
2, 4045, Note_off_c, 0, 64, 100
2, 4491, Note_off_c, 0, 65, 100
2, 4568, Note_on_c, 0, 64, 100
2, 5105, Note_on_c, 0, 63, 100
2, 5893, Note_on_c, 0, 61, 100
2, 5936, Note_off_c, 0, 64, 100
2, 6803, Note_on_c, 0, 58, 100
2, 7018, Note_off_c, 0, 63, 100
2, 7682, Note_on_c, 0, 56, 100
2, 7860, Note_off_c, 0, 61, 100
2, 8324, Note_off_c, 0, 58, 100
2, 8405, Note_off_c, 0, 56, 100
2, 8511, Note_on_c, 0, 52, 100
2, 8876, Note_off_c, 0, 52, 100
2, 9276, Note_on_c, 0, 50, 100
2, 9973, Note_on_c, 0, 47, 100
2, 10369, Note_off_c, 0, 50, 100
2, 10605, Note_on_c, 0, 45, 100
2, 11185, Note_on_c, 0, 42, 100
2, 11431, Note_off_c, 0, 47, 100
2, 11729, Note_on_c, 0, 40, 100
2, 12009, Note_off_c, 0, 45, 100
2, 12202, Note_off_c, 0, 42, 100
2, 12214, Note_off_c, 0, 40, 100
2, 12260, Note_on_c, 0, 39, 100
2, 12434, Note_off_c, 0, 39, 100
2, 13118, Note_on_c, 0, 39, 100
2, 13542, Note_off_c, 0, 39, 100
2, 13987, Note_on_c, 0, 39, 100
2, 14406, Note_off_c, 0, 39, 100
2, 14810, Note_on_c, 0, 40, 100
2, 15045, Note_off_c, 0, 40, 100
2, 15579, Note_on_c, 0, 41, 100
2, 15740, Note_off_c, 0, 41, 100
2, 16293, Note_on_c, 0, 43, 100
2, 16523, Note_off_c, 0, 43, 100
2, 16958, Note_on_c, 0, 46, 100
2, 17076, Note_off_c, 0, 46, 100
2, 17587, Note_on_c, 0, 49, 100
2, 18064, Note_off_c, 0, 49, 100
2, 18197, Note_on_c, 0, 51, 100
2, 18806, Note_on_c, 0, 53, 100
2, 19098, Note_off_c, 0, 51, 100
2, 19449, Note_on_c, 0, 56, 100
2, 20004, Note_off_c, 0, 53, 100
2, 20238, Note_on_c, 0, 59, 100
2, 20644, Note_off_c, 0, 56, 100
2, 20993, Note_on_c, 0, 61, 100
2, 21052, Note_off_c, 0, 59, 100
2, 21107, Note_off_c, 0, 61, 100
2, 21715, Note_on_c, 0, 62, 100
2, 22409, Note_on_c, 0, 63, 100
2, 22621, Note_off_c, 0, 62, 100
2, 23086, Note_off_c, 0, 63, 100
2, 23086, Note_on_c, 0, 63, 100
2, 23760, Note_off_c, 0, 63, 100
2, 23760, Note_on_c, 0, 63, 100
2, 24513, Note_on_c, 0, 62, 100
2, 25245, Note_on_c, 0, 61, 100
2, 25472, Note_off_c, 0, 61, 100
2, 25542, Note_off_c, 0, 63, 100
2, 25664, Note_off_c, 0, 62, 100
2, 25948, Note_on_c, 0, 60, 100
2, 26659, Note_on_c, 0, 58, 100
2, 26857, Note_off_c, 0, 60, 100
2, 27452, Note_on_c, 0, 56, 100
2, 28258, Note_off_c, 0, 58, 100
2, 28260, Note_on_c, 0, 55, 100
